Raman_shift_cm-1,bareAPC_mean,bareAPC_sd,polyAPC_mean,polyAPC_sd,"(baseline-corrected, raw intensity units)"
1669.61,137.6,6.6,82.3,6.7
1672.24,131.3,6.1,79.8,5.7
1674.88,121.0,5.8,74.8,4.7
1677.52,108.3,5.7,67.3,4.0
1680.16,95.0,5.5,57.8,3.5
1682.79,82.8,5.0,46.9,3.5
1685.42,72.7,4.2,35.4,3.8
1688.06,65.0,3.1,24.3,4.2
1690.69,58.9,1.9,14.6,4.5
1693.32,53.4,0.9,7.3,4.6
1695.95,46.9,1.1,3.7,4.0
1698.58,38.3,2.0,3.2,3.7
1701.21,26.5,2.8,4.6,4.3
1703.84,10.9,3.3,8.8,4.6
1706.46,0.0,0.0,14.4,4.7
1709.09,0.0,0.0,19.7,4.7
1711.72,0.0,0.0,23.8,4.7
1714.34,0.0,0.0,26.2,4.6
1716.96,0.0,0.0,26.8,4.5
1719.58,0.0,0.0,26.4,4.4
1722.20,0.0,0.0,25.8,4.3
1724.82,0.0,0.0,25.7,4.2
1727.44,0.0,0.0,26.7,4.1
1730.06,0.0,0.0,29.0,4.1
1732.68,0.0,0.0,32.2,4.1
1735.30,0.0,0.0,35.9,4.1
1737.91,0.0,0.0,39.6,4.1
1740.52,0.0,0.0,42.6,4.2
1743.14,0.0,0.0,44.4,4.2
1745.75,0.0,0.0,44.8,4.2
1748.36,0.4,0.6,43.7,4.2
1750.97,2.1,3.0,41.3,4.2
1753.58,3.9,5.6,37.7,4.2
1756.19,5.4,7.7,33.2,4.3
1758.80,6.3,8.9,28.1,4.3
1761.40,7.8,8.3,22.7,4.5
1764.01,11.9,4.7,16.8,4.6
1766.61,15.7,1.2,10.7,4.7
1769.22,20.8,1.8,5.3,3.9
1771.82,28.2,4.6,1.6,1.3
1774.42,39.5,7.4,0.0,0.0
1777.02,55.8,10.5,0.0,0.0
1779.62,77.2,14.0,0.0,0.0
1782.22,102.9,17.9,0.0,0.0
1784.82,130.5,22.1,1.7,2.4
1787.42,157.4,26.3,5.3,5.1
1790.01,180.9,30.1,9.8,8.2
1792.61,199.2,33.5,15.1,9.8
1795.21,211.4,36.6,19.7,10.3
1797.80,217.8,39.5,22.2,10.7
1800.39,219.2,42.6,22.2,11.1
1802.98,216.3,45.8,20.1,11.5
1805.57,209.8,49.2,16.6,11.9
1808.16,200.0,52.7,12.5,12.5
1810.75,187.4,56.1,9.5,12.4
1813.34,172.5,59.3,8.4,11.8
1815.93,156.5,62.4,8.1,11.5
1818.51,140.9,65.5,8.4,11.9
1821.10,126.9,68.7,9.0,12.7
1823.68,115.7,72.0,9.8,13.9
1826.27,107.8,75.5,10.6,15.1
1828.85,105.9,75.5,11.3,16.0
1831.43,107.1,76.4,11.7,16.5
1834.01,110.5,78.9,11.8,16.7
1836.59,116.2,83.0,11.7,16.6
1839.17,123.9,88.4,11.7,16.5
1841.74,132.9,94.8,12.0,16.9
1844.32,145.7,97.2,12.7,18.0
1846.90,159.7,97.1,14.3,20.0
1849.47,173.2,95.6,18.9,21.5
1852.04,185.4,92.8,26.4,22.3
1854.62,195.8,89.5,36.1,22.2
1857.19,204.5,86.6,46.1,22.1
1859.76,212.9,83.7,55.5,21.9
1862.33,221.8,81.0,63.6,21.7
1864.90,231.8,78.5,69.6,21.5
1867.47,243.0,76.2,73.2,21.4
1870.04,255.1,74.2,74.3,21.2
1872.60,267.2,72.3,73.3,21.1
1875.17,278.2,70.6,70.6,21.0
1877.73,287.1,69.3,67.0,21.0
1880.30,292.4,68.4,63.4,20.9
1882.86,293.1,67.6,60.5,21.0
1885.42,288.4,66.8,58.9,21.0
1887.98,278.6,65.6,58.7,21.2
1890.54,264.5,64.0,59.5,21.4
1893.10,248.1,62.2,60.7,21.6
1895.66,231.5,60.5,61.6,21.9
1898.21,216.7,59.2,61.6,22.1
1900.77,204.8,58.3,60.2,22.3
1903.32,196.1,57.8,57.6,22.5
1905.88,190.1,57.2,54.3,22.6
1908.43,186.1,56.3,51.3,22.9
1910.98,184.1,55.0,48.7,23.2
1913.54,184.5,53.5,47.1,23.5
1916.09,188.0,52.1,46.7,23.8
1918.64,195.0,51.2,47.3,23.9
1921.18,204.5,50.9,48.7,23.7
1923.73,214.8,51.1,50.3,23.3
1926.28,222.9,51.4,51.7,22.7
1928.82,226.2,51.2,52.5,22.0
